filename,text,year,university,faculty,department,speciality,author,supervisors,title
diploms/msu/òá¡ñª∩¡. îáú ñ¿ßßÑα.pdf,"  Московский государственный университет имени М. В. Ломоносова
ФАКУЛЬТЕТ ВЫЧИСЛИТЕЛЬНОЙ МАТЕМАТИКИ И КИБЕРНЕТИКИ
             Кафедра системного программирования
                  Ханджян Антон Аркадьевич
Исследование и разработка методов выявления
 токсичных комментариев в социальных сетях
                  МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
                                                Научный руководитель
                                                к. ф-м. н. Д. Ю. Турдаков
                           Москва, 2021
                         АННОТАЦИЯ
В работе произведён обзор существующих методов выявления
токсичных комментариев в дискуссиях пользователей социальных
сетей на основе методов машинного обучения и нейронных сетей.
Отдельно рассмотрена и исследована модель BERT.
В результате работы реализовано базовое решение данной
проблемы при помощи линейного классификатора, а также
шаблонное решение для работы с моделями на основе различных
модификаций BERT.
Модель, основанная на sBERT показала лучший результат по
сравнению с предыдущим известным наилучшим результатом.
                               2
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Д. Ю. Турдаков,
diploms/msu/2019_Vostrov.pdf,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ
                      УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
              «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                           имени М.В.ЛОМОНОСОВА»
                           ФИЗИЧЕСКИЙ ФАКУЛЬТЕТ
                           КАФЕДРА ОБЩЕЙ ФИЗИКИ
                         МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
 МЕССБАУЭРОВСКИЕ ИССЛЕДОВАНИЯ ЛОКАЛЬНЫХ СОСТОЯНИЙ
      АТОМОВ Fe В ДОПИРОВАННЫХ АТОМАМИ Zn ЛИТИЕВЫХ
                ФОСФАТАХ ЖЕЛЕЗА НА РАЗЛИЧНЫХ ЭТАПАХ
                  ЭЛЕКТРОХИМИЧЕСКОГО ЦИКЛИРОВАНИЯ
                                                        Выполнил студент
                                                               205м группы
                                                 Востров Никита Игоревич
                                                             _______________
                                                                      подпись студента
                                                   Научные руководители:
                                     проф. Русаков Вячеслав Серафимович
                                                             _______________
                                                         подпись научного руководителя
                                       м.н.с. Ярославцев Сергей Андреевич
                                                             _______________
                                                         подпись научного руководителя
Допущен к защите «___» ________ 2019 г.
Зав. кафедрой общей физики
проф. Салецкий Александр Михайлович
_______________
подпись зав. кафедрой
                                    Москва
                                      2019
",2019,msu,физический факультет,кафедра общей физики,,Русаков Вячеслав Серафимович,,
diploms/msu/berestov_m_v.pdf,"                МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                             имени М.В. ЛОМОНОСОВА
                           ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                         Кафедра истории государства и права
                                                  Работа допущена к защите
                                              Зав. кафедрой       /проф. Томсинов В.А.
                                КУРСОВАЯ РАБОТА
Право собственности и его развитие в гражданском праве Германии в конце 19 – начале 21
                                         века
                                                      Подготовил: студент
                                                      Берестов Матвей Владимирович
                                                      Научный руководитель:
                                                      Доцент, кандидат юридических наук
                                                      Лысенко Ольга Леоновна
Дата сдачи:___________________
Дата защиты:__________________
Оценка: ______________________
                                  МОСКВА – 2017 год
                                                                           2
                                ",2017,msu,юридический факультет,кафедра истории государства и права,,Берестов Матвей Владимирович,Лысенко Ольга Леоновна,
diploms/msu/Badalyan_master_project.pdf," Московский государственный университет имени М.В.Ломоносова
     Факультет вычислительной математики и кибернетики
            Кафедра системного программирования
                Бадалян Давид Арменович
Сервис предоставления виртуальных рабочих столов
     в гетерогенном вычислительном кластере
              МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
                                          Научный руководитель:
                                                             д.т.н.
                                                   Кузнецов С. Д.
                                            Научный консультант:
                                                               н.с.
                                                 Борисенко О. Д.
                         Москва, 2021
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Кузнецов С. Д.,
diploms/msu/Resistance prediction.pdf,"Московский государственный университет имени М.В.Ломоносова
        Факультет вычислительной математики и кибернетики
                 Кафедра Системного Программирования
                 Гугучкин Егор Павлович
           Предсказание резистентности
          M. tuberculosis к антибиотикам
   с помощью линейных смешанных моделей
                                                   Научный руководитель:
                                           Карпулевич Евгений Андреевич
                                                   Научный консультант:
                                           Федонин Геннадий Геннадиевич
                            Москва, 2021
                                Аннотация
                     Предсказание резистентности
              с помощью линейных смешанных моделей
                          Гугучкин Егор Павлович
В данной работе исследуется влияние использования сведений о филогенетиче-
ской структуры популяции бактерий M. tuberculosis при предсказании резистент-
ности к антибиотикам с помощью линейно-смешанных моделей. Полученные ре-
зультаты свидетельствуют об улучшении качества предсказаний, при использо-
вании сведений о распределении фенотипических признаков.
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Карпулевич Евгений Андреевич,
diploms/msu/azyukina_e_a.pdf,"           МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                            им. М.В. Ломоносова
                       ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
              КАФЕДРА ИСТОРИИ ГОСУДАРСТВА И ПРАВА
                               Курсовая работа
                 Формы собственности в 20-30-е гг. в СССР
                                           Студентки 1 курса группы 112
                                           юридического факультета МГУ
                                           Азюкиной Екатерины Андреевны.
                                           Научный руководитель-
                                           ассистент кафедры
                                           истории государства и права
                                           Куприянова Ольга Ильинична.
Дата сдачи курсовой работы: «___»______ 20__ г.
Дата защиты: «___»___________________ 20__ г.
Оценка: __________________________________
                                Москва, 2016
",2016,msu,юридический факультет,кафедра истории государства и права,,МГУ Азюкиной Екатерины,Куприянова Ольга Ильинична.,
diploms/msu/baranova_p_o.pdf,"   М ОСК ОВСК ИЙ ГОСУ ДАРСТВЕННЫЙ У НИВЕРСИТЕТ
                  имени М .В. ЛОМ ОНОСОВА
                ЮРИДИЧЕСК ИЙ ФАК У ЛЬТЕТ
          К афедра земельного и экологического права
 Тема: «Правовые основы установления ограничений прав на
                         землю»
К урсовая работа студентки I I курса дневного отделения, 202 гр.,
                 Барановой Полины Олеговны
    Научный руководитель — д.ю.н., проф. Игнатьева И.А.
     Дата сдачи курсовой работы: «___» ___________ 2018г.
           Дата защиты: «___» _____________ 2018 г.
                   Оценка: ________________
                           М осква, 2018
                               ",2018,,,,,Барановой Полины Олеговны,Игнатьева И. А.,
diploms/msu/îá¼áÑóÅé_»αÑñºáΘ¿Γá_ñ¿»½«¼á.pdf,"Московский государственный университет имени М.В.Ломоносова
        Факультет вычислительной математики и кибернетики
                 Кафедра Системного Программирования
              Мамаев Павел Вячеславович
       Маркирование выводимых на печать
        текстовых документов посредством
   изменения визуального представления слов
            Выпускная квалификационная работа
                                               Научный руководитель:
                                                         к.ф.-м.н., доцент
                                            Корухова Людмила Сергеевна
                                                   Научный консультант:
                                              Перминов Андрей Игоревич
                            Москва, 2021
                                Аннотация
                   Маркирование выводимых на печать
                    текстовых документов посредством
               изменения визуального представления слов
                         Мамаев Павел Вячеславович
Abstract text goes here.
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Корухова Людмила Сергеевна,
diploms/msu/ameridi_a_d.pdf,"            МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                            имени М. В. Ломоносова
                        ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                    Кафедра истории государства и права
                      Курсовая работа по теме:
 «Историко-сравнительное исследование правовых механизмов, направленных
          на ограничение экономической независимости государств»
                                            Выполнила студентка 102 группы
                                                Америди Афина Дмитриевна
                                                     Научный руководитель
                                                           д.ю.н. профессор
                                             Томсинов Владимир Алексеевич
Дата представления курсовой работы в учебный отдел:
«___» ______________ 201__ г.
Дата сдачи научному руководителю: «___» ______________ 201__ г.
Дата защиты курсовой работы: «___» ______________ 201__ г.
Оценка: ______________________________
                                   Москва
                                    2019
",2019,msu,юридический факультет,кафедра истории государства и права,,Америди Афина Дмитриевна,Томсинов Владимир Алексеевич,
diploms/msu/mahankova_n_a.pdf,"      МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                 имени М. В. Ломоносова
              ЭКОНОМИЧЕСКИЙ ФАКУЛЬТЕТ
РЫНОК FOREX: МЕЖДУНАРОДНЫЙ ОПЫТ И РОССИЙСКИЕ РЕАЛИИ
                                                Выполнила студентка
                                                               Э304:
                                   Маханькова Наталья Александровна.
                        Москва
                          2016
                                                                ",2016,msu,экономический факультет,,,Маханькова Наталья Александровна.,,
diploms/msu/abramova_n_v.pdf,"          МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                          имени М.В. Ломоносова
                      ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                             БАКАЛАВРИАТ
    «Развитие залогового права в российском государстве (XVII-ХХ века)»
                                                          Дипломная работа
                                          Абрамовой Надежды Владимировны
                                                     Научный руководитель:
                              д.ю.н., профессор Новицкая Татьяна Евгеньевна
Дата защиты: «____» _____________ 2019 г.
Оценка: ______________________________
                                   Москва
                                   2019 г.
                                                   ",2019,msu,юридический факультет,,,,Новицкая Татьяна Евгеньевна,
diploms/msu/anisimov_a_v.pdf,"      Московский государственный университет им. М.В. Ломоносова
                        Юридический факультет
                              Бакалавриат
                  Кафедра предпринимательского права
 Тема: «Осуществление инвестиционных проектов в России и
              Китае: сравнительно-правовой анализ»
                                              Дипломная работа студента
                                             IV курса дневного отделения
                                                             401 группы
                                                         Анисимова А.В.
                                                  Научный руководитель:
                                             кандидат юридических наук,
                                                   доцент Белицкая А.В.
Дата сдачи дипломной работы: «29» марта 2016 года
Дата защиты: «___» ____________2016 года
Оценка: __________
                              Москва, 2016
                                ",2016,msu,юридический факультет,кафедра предпринимательского права,,Анисимова А. В.,Белицкая А. В.,«Осуществление инвестиционных проектов в России и
diploms/msu/aleksandrova_e_yu.pdf,"              МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                         имени М.В. Ломоносова
                КАФЕДРА ИСТОРИИ ГОСУДАРСТВА И ПРАВА
                       КУРСОВАЯ РАБОТА ПО ТЕМЕ
   «ЭВОЛЮЦИЯ ПОНЯТИЯ ПРЕСТУПЛЕНИЯ В СРЕДНЕВЕКОВОЙ ФРАНЦИИ»
                                                Курсовая работа студента
                                       Александровой Елизаветы Юрьевны
                                                 Научный руководитель –
                                       кандидат юридических наук, доцент
                                                           Лысенко О. Л.
Дата защиты: «___» _____________ 20 ____ г.
Оценка: ________________
                              Москва, 2020
                                    1
                                 ",2020,msu,,кафедра истории государства и права,,Александровой Елизаветы Юрьевны,Лысенко О. Л.,
diploms/msu/Diploma_Bak.pdf,"Московский государственный университет имени М.В.Ломоносова
        Факультет вычислительной математики и кибернетики
                 Кафедра Системного Программирования
              Мамаев Павел Вячеславович
       Маркирование выводимых на печать
        текстовых документов посредством
   изменения визуального представления слов
            Выпускная квалификационная работа
                                               Научный руководитель:
                                                         к.ф.-м.н., доцент
                                            Корухова Людмила Сергеевна
                                                   Научный консультант:
                                          Перминов Андрей Игоревич
                            Москва, 2021
                                Аннотация
                   Маркирование выводимых на печать
                    текстовых документов посредством
               изменения визуального представления слов
                         Мамаев Павел Вячеславович
Abstract text goes here.
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Корухова Людмила Сергеевна,
diploms/msu/éèÉ.pdf," Московский государственный университет имени М.В.Ломоносова
         Факультет вычислительной математики и кибернетики
                  Кафедра Системного Программирования
               Фомин Сергей Александрович
Использование обучения с подкреплением в задаче
автоматического тестирования мобильных приложений
             Выпускная квалификационная работа
                                                Научный руководитель:
                                                             к.ф.-м.н.
                                             Турдаков Денис Юрьевич
                                                  Научный консультант:
                                      Сорокин Константин Сергеевич
                             Москва, 2021
                                 Аннотация
           Использование обучения с подкреплением в задаче
        автоматического тестирования мобильных приложений
                        Фомин Сергей Александрович
Мобильные приложения являются основным способом взаимодействия пользо-
вателя со смартфоном. Этот факт заставляет разработчиков уделять больше
внимания качеству получаемого продукта. Любые ошибки или зависания прило-
жения во время его использования могут негативно влиять на рейтинг продукта.
Различные виды тестирования помогают вовремя найти и исправить неожидан-
ные ошибки. В данной работе исследуются подходы автоматического тестиро-
вания графического интерфейса пользователя мобильных приложений. Задача
этого тестирования состоит в том, чтобы автоматически генерировать пользова-
тельские нажатия на эран и тем самым обойти как можно больше состояний в
приложении. Работа повящена автоматическому тестированию на основе алго-
римов обучения с подкреплением, так как они показывают большую производи-
тельность в сравнеии с другими подходами. В ходе исследования реализованы
несколько подходов Q-learning обучения с подкреплением для решения постав-
ленной задачи. Среди них есть как простые алгоритмы, основанные на прими-
тивной функции награды, так и подходы основанные на глубоких нейронных
сетях. В зависимости от требований к тестированию, те или иные алгоритмы
показали себя с хорошей стороны.
                                   Abstract
                 A reinforcement learning based approach
         for automated exploratory testing of mobile applications
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Турдаков Денис Юрьевич,
diploms/msu/baranova_p_o (1).pdf,"      МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                 имени М.В. ЛОМОНОСОВА
             ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
        Кафедра земельного и экологического права
Тема: «Правовое регулирование установления и прекращения
                публичного сервитута»
  Курсовая работа студентки III курса дневного отделения,
               Барановой Полины Олеговны
   Научный руководитель — д.ю.н., проф. Игнатьева И.А.
   Дата сдачи курсовой работы: «___» ___________ 2019 г.
         Дата защиты: «___» _____________ 2019 г.
                 Оценка: ________________
                       Москва, 2019
                               ",2019,msu,юридический факультет,кафедра земельного и экологического права,,Барановой Полины Олеговны,Игнатьева И. А.,«Правовое регулирование установления и прекращения
diploms/msu/bisultanov_ya_h_.pdf,"           МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                        имени М.В. ЛОМОНОСОВА
                       ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
              Кафедра коммерческого права и основ правоведения
                         ДИПЛОМНАЯ РАБОТА
                «Исковая давность в коммерческом обороте»
                                                  Подготовил: студент 4 курса
                                                           дневного отделения
                                            Бисултанов Якуб Хас-Магомедович
                                                     Научный руководитель:
                                                    Доктор юридических наук,
                                      профессор кафедры коммерческого права
                                                         и основ правоведения
                                                     Белов Вадим Анатольевич
                                                                   Рецензент:
               Заведующая кафедрой коммерческого права и основ правоведения,
                                              доктор юридических наук, доцент
                                                 Абросимова Елена Антоновна
Дата защиты:__________________
Оценка: ______________________
                                Москва
                                 2018 г.
                                   ",2018,msu,юридический факультет,кафедра коммерческого права и основ правоведения,,Бисултанов Якуб Хас-Магомедович,,
diploms/msu/besedin_g_e.pdf," ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ
   УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ
     «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ
                        М.В.ЛОМОНОСОВА»
                    ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
 Кафедра уголовного процесса, правосудия и прокурорского надзора
   Тема: «Теория формальных доказательств и теория оценки
доказательств по внутреннему убеждению: сравнительно-правовое
                          исследование»
    Курсовая работа студента I курса дневного отделения, 105 гр.,
                          Беседина Глеба
        Научный руководитель: к.ю.н., доцент С.В.Романов
     Дата сдачи курсовой работы: «___» ______________2015 г.
            Дата защиты: «___»________________2015 г.
               Оценка: __________________________
                          Москва, 2015 г.
",2015,msu,юридический факультет,"кафедра уголовного процесса, правосудия и прокурорского надзора",,Беседина Глеба Научный,С. В. Романов,«Теория формальных доказательств и теория оценки
diploms/msu/antonov_a_s.pdf,"          МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                          имени М.В. Ломоносова
                      ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                                 Кафедра
                       Тема: «Адвокатский гонорар»
                                                  Курсовая работа студента
                                                                   1 курса
                                           Антонова Александра Сергеевича
                                                    Научный руководитель:
                                          Романов Станислав Владимирович
Дата сдачи курсовой работы: «___»_____________ 2018 г.
Дата защиты: «___»_____________ 2018 г.
Оценка: _______
                              Москва, 2018 г.
",2018,msu,юридический факультет,кафедра,,Антонова Александра Сергеевича,Романов Станислав Владимирович,«Адвокатский гонорар»
diploms/msu/antonova_e_v1.pdf,"       МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                     имени М.В. ЛОМОНОСОВА
                   ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                 Кафедра предпринимательского права
                       ДИПЛОМНАЯ РАБОТА
    «Трансграничная несостоятельность (банкротство): понятие и
               основные модели правового регулирования»
                                          Подготовила: студентка 4 курса
                                        дневного отделения группы № 410
                                         Антонова Екатерина Викторовна
                                                Научный руководитель:
                      Д.ю.н., профессор Карелина Светлана Александровна
                                                              Рецензент:
                                            К.ю.н., Лахно Петр Гордеевич
Дата сдачи:____________________
Дата защиты:__________________
Оценка: ______________________
                              Москва, 2018
",2018,msu,юридический факультет,кафедра предпринимательского права,,Антонова Екатерина Викторовна,Карелина Светлана Александровна,
diploms/msu/diploma_text.pdf,"Московский государственный университет имени М.В.Ломоносова
        Факультет вычислительной математики и кибернетики
                 Кафедра Системного Программирования
            Богатенкова Анастасия Олеговна
Извлечение иерархической логической структуры
    из текстовых документов в формате docx
            Выпускная квалификационная работа
                                               Научный руководитель:
                                              Гомзин Андрей Геннадьевич
                                                   Научный консультант:
                                                   Козлов Илья Сергеевич
                            Москва, 2021
                                    Аннотация
            Извлечение иерархической логической структуры
                  из текстовых документов в формате docx
                          Богатенкова Анастасия Олеговна
Многие документы имеют логическую структуру, выделение которой может по-
мочь при решении задач автоматизированного анализа документов. В настоящее
время большое количество документов создаётся и хранится в формате docx.
Однако данный формат позволяет описывать в основном только физическую
структуру документа, то есть описывается то, как выглядит документ. В данной
работе представлен один из способов, которым можно выделять из подобных до-
кументов логическую структуру в виде дерева на примере технических заданий.
                                      Abstract
                    Hierarchical logical structure extraction
                      from text documents in docx format
                           Bogatenkova Anastasiia Olegovna
Many documents have a logical structure. Logical structure extraction can solve some
problems of automated document analysis. Currently, a large number of documents
are created and stored in docx format. However, this format describes mostly the
physical document structure, that is its appearance. This work presents one of the
ways of logical tree structure extraction from such documents using the example of
technical specifications.
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Гомзин Андрей Геннадьевич,
diploms/msu/badretdinova_l_r.pdf,"         МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                          имени М.В. Ломоносова
                      ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                              БАКАЛАВРИАТ
 «Антимонопольное регулирование отношений торговых сетей и поставщиков
                        продовольственных товаров»
                                                        Дипломная работа
                                           Бадретдиновой Лилии Ринатовны
                                                    Научный руководитель
                                                         д.ю.н., профессор
                                               Варламова Алла Николаевна
Дата защиты: «29» мая 2017 г.
Оценка: _____________________
                                 Москва
                                  2017 г.
                                                     ",2017,msu,юридический факультет,,,,Варламова Алла Николаевна,
diploms/msu/aksyonenko__a_a.pdf,"МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                          ИМЕНИ М.В. ЛОМОНОСОВА
                   ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                        Кафедра гражданского процесса
              Тема: «Участие адвоката в гражданском процессе»
                                                     Курсовая работа студентки
                                                  III курса дневного отделения,
                                                                        304 гр.,
                                                                Аксененко А.А.
                                                       Научный руководитель –
                             д.ю.н., профессор кафедры гражданского процесса
                                                                 Борисова Е.А.
 Дата сдачи курсовой работы: «___» ___________ 2015г.
 День защиты: «___»_____________ 2015г.
 Оценка: _____________________
                           Москва 2015 г.
                                                                              1
                                                   ",2015,msu,юридический факультет,кафедра гражданского процесса,,Аксененко А. А.,,«Участие адвоката в гражданском процессе»
diploms/msu/2019_Bobrovsky.pdf,"      ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ
                    УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
               «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                            имени М.В.ЛОМОНОСОВА»
                           ФИЗИЧЕСКИЙ ФАКУЛЬТЕТ
                           КАФЕДРА ОБЩЕЙ ФИЗИКИ
                        МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
             «ИССЛЕДОВАНИЕ ВОЗМОЖНОСТИ ФОРМИРОВАНИЯ
             АНТИОТРАЖАЮЩЕГО ПОВЕРХНОСТНОГО РЕЛЬЕФА
                   ЭЛЕКТРОХИМИЧЕСКИМИ МЕТОДАМИ»
                                                                      Выполнил студент
                                                                           205м группы
                                                            Бобровский Даниил Иванович
                                                         ____________________________
                                                                       подпись студента
                                                                 Научный руководитель:
                                          к. ф-м. н., с.н.с. Попов Владимир Викторович
                                                         ____________________________
                                                         подпись научного руководителя
Допущен к защите ____/____/________
Зав. кафедрой
профессор Салецкий А.М.___________________
                        подпись зав. кафедрой
                                       Москва
                                      2019 год
                                       ",2019,msu,физический факультет,кафедра общей физики,,,Попов Владимир Викторович,
diploms/msu/bozheva_a_yu.pdf,"          МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                          имени М.В. Ломоносова
                      ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                    Кафедра истории государства и права
                         Курсовая работа по теме:
    «Проблема легитимности королевской власти в Англии после Славной
                               революции»
                                                      Выполнила студентка
                                                    Божьева Арина Юрьевна
                                                     Научный руководитель
                                                  доктор юридических наук,
                                                            профессор МГУ
                                                             Томсинов В.А.
Дата представления курсовой работы в учебный отдел:
«____» ___________________ 201__г.
Дата сдачи научному руководителю: «___» ___________ 201___г.
Дата защиты курсовой работы: «___» ______________ 201____г.
Оценка:______________________________
                                 Москва
                                  2019 г.
                                 ",2019,msu,юридический факультет,кафедра истории государства и права,,Божьева Арина Юрьевна,МГУ Томсинов В.,
