filename,text,year,university,faculty,department,speciality,author,supervisors,title
diploms/hse/belova_kd_aktualnye-problemy-dosudebnogo-uregulirovaniya-nalogovyh-sporov-v-rossiyskoy-federacii_110113.pdf,"         ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
             АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                                   ВЫСШЕГО ОБРАЗОВАНИЯ
           «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                            «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                Вечерне-заочный факультет экономики и управления
                                         Белова Ксения Дмитриевна
         АКТУАЛЬНЫЕ ПРОБЛЕМЫ ДОСУДЕБНОГО УРЕГУЛИРОВАНИЯ
            НАЛОГОВЫХ СПОРОВ В РОССИЙСКОЙ ФЕДЕРАЦИИ
          Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки 40.03.01 Юриспруденция
образовательная программа «Юриспруденция»
 Рецензент                                                                                                Руководитель
 к.э.н., доцент                                                  к.ю.н., доцент кафедры гражданского и
 Олег Валерьевич Мальцев                                                         предпринимательского права
                                                                           Екатерина Сергеевна Третьякова
                                                                                                           Консультант
                                                                                              Вера Сергеевна Круч
                                                 Пермь 2019
                                                 Оглавление
Введение...................................................................................................................2
Глава 1. Понятие налогового спора. Особенности правового регулирования..5
",2019,hse,факультет экономики и управления,,40.03.01 Юриспруденция,,,
diploms/hse/alekseeva_e_a.pdf,"             Правительство Российской Федерации
 Федеральное государственное автономное образовательное учреждение
              высшего профессионального образования
    ""Национальный исследовательский университет
                ""Высшая школа экономики""
Факультет права
Кафедра финансового права
       ПРОЕКТ ВЫПУСКНОЙ КВАЛИФИКАЦИОННОЙ РАБОТЫ
                              на тему
Кадастровый способ исчисления имущественных налогов:
           особенности правового регулирования
                                     Студентка группы № 121:
                                     Алексеева Е.А.
                                     Научный руководитель:
                                     д.ю.н., профессор
                                     Ялбулганов А.А
                           Москва, 2015г.
",2015,hse,Факультет права,,,Алексеева Е. А.,Ялбулганов А.,
diploms/hse/bazueva_em_gotovnost-rukovoditeley-obrazovatelnyh-uchrejdeniy-k-ispolzovaniyu-idey-nacionalnoy-sistemy-uchitel_155296.pdf,"                  САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ
       ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО
   ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ
     «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                 “ВЫСШАЯ ШКОЛА ЭКОНОМИКИ”»
 Факультет Санкт-Петербургская школа социальных наук и востоковедения
           Департамент Государственного администрирования
                     Базуева Эльвира Мансуровна
    «ГОТОВНОСТЬ РУКОВОДИТЕЛЕЙ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ К
       ИСПОЛЬЗОВАНИЮ ИДЕЙ(ПРОЕКТА) НАЦИОНАЛЬНОЙ СИСТЕМЫ
ПРОФЕССИОНАЛЬНОГО РОСТА ПЕДАГОГИЧЕСКИХ РАБОТНИКОВ В КАДРОВОЙ
                              ПОЛИТИКЕ»
     Выпускная квалификационная работа (магистерская диссертация)
 по направлению 38.04.04 «Государственное и муниципальное управление»
 магистранта группы № МУО 181 программы «Управление образованием»
Рецензент                                         Научный руководитель
К.п.н.                                                  к.п.н., профессор
Т.Е.Матвеева                                               Н.А. Заиченко
                                                             Консультант
                                                             А.Л.Гехтман
                                               Директор Информационно-
                                                   методического центра
                                         Василеостровского района Санкт-
                                                              Петербурга
                            Санкт-Петербург
                                 2020
",2020,hse,Факультет Санкт-Петербургская школа социальных наук и востоковедения,,38.04.04 «Государственное и муниципальное управление»,,Т. Е. Матвеева,
diploms/hse/bajenova_vv_pravovoe-regulirovanie-izyatiya-vykupa-zemelnyh-uchastkov-dlya-gosudarstvennyh-i-municipalnyh-nujd_110115.pdf,"       ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
           АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                         ВЫСШЕГО ОБРАЗОВАНИЯ
        «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                     «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
              Вечерне-заочный факультет экономики и управления
                        Баженова Виктория Викторовна
   ПРАВОВОЕ РЕГУЛИРОВАНИЕ ИЗЪЯТИЯ (ВЫКУПА) ЗЕМЕЛЬНЫХ УЧАСТКОВ ДЛЯ
                 ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД
       Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки   40.03.01 Юриспруденция
образовательная программа «Юриспруденция»
Рецензент                                                       Руководитель
Носов Д.В.                                                      к.ю.н., доцент
                                                           Кондратьева Ксения
                                                                    Сергеевна
                                 Пермь 2019
                                   ",2019,hse,факультет экономики и управления,,40.03.01 Юриспруденция,,Носов Д. В.,
diploms/hse/aleksandrova_nn_proektirovanie-informacionnoy-sistemy-po-formirovaniyu-tehnicheskogo-zadaniya-v-celyah-provedeniya-avtoma_109256.pdf,"         ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
                АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                                   ВЫСШЕГО ОБРАЗОВАНИЯ
           «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                                «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                  Вечерне-заочный факультет экономики и управления
                                 Александрова Наталия Николаевна
      ПРОЕКТИРОВАНИЕ ИНФОРМАЦИОННОЙ СИСТЕМЫ
    ПО ФОРМИРОВАНИЮ ТЕХНИЧЕСКОГО ЗАДАНИЯ, В
    ЦЕЛЯХ ПРОВЕДЕНИЯ АВТОМАТИЗАЦИИ УЧЕТА НА
                                      ПРЕДПРИЯТИИ
         Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки              38.03.05 Бизнес-информатика
образовательная программа «Бизнес-информатика»
 Рецензент                                                                    Руководитель
 к.ф.-м.н., доцент                                                                          к.т.н.
       (ученая степень, звание)                                    (ученая степень, звание)
 Л. В. Шестакова                                                        О. Л. Викентьева
           (И.О. Фамилия)                                              (И.О. Фамилия)
                                        Пермь, 2019
                               Аннотация
     Работа содержит в себе процесс проектирования информационной
системы, предназначенной для автоматизации бизнес-процесса по написанию
технического   задания.  Объектом   данной   работы   является   процесс
формирования технического задания, нацеленное на автоматизацию учета в
рамках конкретного предприятия. Предметом является система, которая
позволит    нам   автоматически   формировать     техническое   задание,
предназначенное и нацеленное на автоматизацию учета на конкретном
предприятии. Работа включает в себя две главы: в рамках первой главы
произведен анализ существующего бизнес-процесса в рамках конкретного
предприятия,    вторая   глава   описывает    процесс    проектирования
информационной системы.
     Модели бизнес-процесса и проектирование информационной системы
построено с помощью приложения Visio.
     Работа написана на 81 странице и включает в себя 1 приложение, 30
иллюстраций и 16 таблиц.
                                                                       2
                                                                      Оглавление
",2019,hse,факультет экономики и управления,,38.03.05 Бизнес-информатика,,,
diploms/hse/afanaseva_nb_razrabotka-modeli-magistratury-prikladnyh-issledovaniy-proektno-issledovatelskoy-magistratury_155860.pdf,"        ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ
                ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ
                     ВЫСШЕГО ОБРАЗОВАНИЯ
    «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                 «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                     Факультет социальных наук
                        Институт образования
                    Афанасьева Наталья Борисовна
                      РАЗРАБОТКА МОДЕЛИ
       МАГИСТРАТУРЫ ПРИКЛАДНЫХ ИССЛЕДОВАНИЙ
     (ПРОЕКТНО-ИССЛЕДОВАТЕЛЬСКОЙ МАГИСТРАТУРЫ)
Выпускная квалификационная работа - МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
          по направлению подготовки 38.04.02 «Менеджмент»
                     студента группы № МУВ 181
    образовательная программа «Управление в высшем образовании»
Рецензент                                         Научный руководитель
Кандидат экономических наук,              Кандидат психологических наук
профессор                                     Егорова Варвара Андреевна
Зиньковский Кирилл Викторович
                       Москва 2021
                                                                     ",2021,hse,Факультет социальных наук,,38.04.02 «Менеджмент»,,Егорова Варвара Андреевна,
diploms/hse/agisheva_da_subekty-sovremennogo-mejdunarodnogo-prava_109937.pdf,"           ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
                  АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                                  ВЫСШЕГО ОБРАЗОВАНИЯ
             «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                               «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                       Вечерне-заочный факультет экономики и управления
                                 Агишева Дарья Александровна
          СУБЪЕКТЫ СОВРЕМЕННОГО МЕЖДУНАРОДНОГО ПРАВА
           Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки 40.03.01 Юриспруденция
образовательная программа «Юриспруденция»
Рецензент                                                                    Руководитель
                 к.ю.н., доцент                                              к.ю.н., доцент
      (ученая степень, звание)                                    (ученая степень, звание)
                   И.К.Советов                                             Е.С.Третьякова
          (И.О. Фамилия)                                              (И.О. Фамилия)
                                                                               Консультант
                                                                  (ученая степень, звание)
                                                                      (И.О. Фамилия)
                                          Пермь 2019
",2019,hse,факультет экономики и управления,,40.03.01 Юриспруденция,,,
diploms/hse/asanova_ev_zashchita-prav-i-zakonnyh-interesov-predprinimateley_109951.pdf,"       ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
            АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                         ВЫСШЕГО ОБРАЗОВАНИЯ
        «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                     «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
              Вечерне-заочный факультет экономики и управления
                       Асанова Екатерина Владимировна
   ЗАЩИТА ПРАВ И ЗАКОННЫХ ИНТЕРЕСОВ ПРЕДПРИНИМАТЕЛЕЙ
       Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки   40.03.01 Юриспруденция
образовательная программа «Юриспруденция»
 Рецензент                                    Руководитель
 В.А. Белов                                   Кандидат юридических наук,
                                              доцент
                                              Е.С. Третьякова
                                              Консультант
                                              Кандидат экономических наук,
                                              доцент
                                              О.В. Мальцев
                                 Пермь 2019
",2019,hse,факультет экономики и управления,,40.03.01 Юриспруденция,,В. А. Белов,
diploms/hse/vaskina_tv_ispolzovanie-narrativov-o-sovetskom-proshlom-v-diskursah-partiy-edinaya-rossiya-i-kprf-2010-2020-gg_156134.pdf,"   ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ
                                  УЧРЕЖДЕНИЕ
                            ВЫСШЕГО ОБРАЗОВАНИЯ
           «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                       «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                           Факультет социальных наук
                           Васькина Татьяна Вячеславовна
 ИСПОЛЬЗОВАНИЕ НАРРАТИВОВ О СОВЕТСКОМ ПРОШЛОМ В ДИСКУРСЕ
             ПАРТИЙ «ЕДИНАЯ РОССИЯ» И КПРФ (2010-2020 гг.)
     Выпускная квалификационная работа – МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
                по направлению подготовки 41.04.04 «Политология»
                            студента группы №МСПН181
                             образовательная программа
     «Современная политическая наука в преподавании обществознания в школе»
Рецензент:                                  Научный руководитель:
доктор исторических наук, проф.             кандидат политических наук, доцент
И.Б.Орлов                                   И.В. Фомин
                                    Москва 2021
                                               ",2021,hse,Факультет социальных наук,,41.04.04 «Политология»,,И. Б. Орлов,
diploms/hse/georgiev_gp_optimizaciya-transportnogo-obespecheniya-cepi-postavok-farmacevticheskoy-produkcii-na-primere-ooo-ilar_155446.pdf,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО
 ОБРАЗОВАНИЯ  «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                  «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                     ВЫСШАЯ ШКОЛА БИЗНЕСА
                    ГЕОРГИЕВ ГЕОРГИЙ ПАВЛОВИЧ
               МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
  «Оптимизация транспортного обеспечения цепи поставок
 фармацевтической продукции (на примере ООО «ИЛАР»)»
     программа магистратуры по направлению 38.04.02 «Менеджмент»
                      образовательная программа
        «Инновационные технологии управления цепями поставок»
                                        Студент группы МЛГ 5181
                                        Георгиев Георгий Павлович
                                         ___________________
                                        Научный руководитель
                                        к.т.н., профессор
                                      Колик Александр Вениаминович
                                           ___________________
                            Москва,2020 г.
",2020,hse,,,38.04.02 «Менеджмент»,Георгиев Георгий Павлович,Колик Александр Вениаминович,
diploms/hse/bavykina_mp_issledovanie-vozmojnosti-obnarujeniya-fragmentov-faylov-ispolzuyushchih-vysokoeffektivnyy-format-hranen_155518.pdf,"                ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ
          ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
            «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                          «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
      Московский институт электроники и математики им. А. Н. Тихонова
                                  Бавыкина Марина Павловна
       ИССЛЕДОВАНИЕ ВОЗМОЖНОСТИ ОБНАРУЖЕНИЯ ФРАГМЕНТОВ ФАЙЛОВ,
ИСПОЛЬЗУЮЩИХ ВЫСОКОЭФФЕКТИВНЫЙ ФОРМАТ ХРАНЕНИЯ ИЗОБРАЖЕНИЙ ИЛИ
                                 ИХ ПОСЛЕДОВАТЕЛЬНОСТЕЙ
                          Выпускная квалификационная работа
                по специальности 10.05.01 «Компьютерная безопасность»
                   студента образовательной программы специалитета
                                «Компьютерная безопасность»
 Студент                                                                     Руководитель
                                                      ст. преподаватель, зам. зав. кафедры
                                                                компьютерной безопасности
 ______________        М. П. Бавыкина               ______________          А. В. Сорокин
        подпись         И.О. Фамилия                          подпись           И.О. Фамилия
 Рецензент                                                                Соруководитель
 Эксперт, Отдел безопасности                         к.т.н., приглашенный преподаватель,
 прикладных систем,                                 кафедра компьютерной безопасности
 АО НИП «ИНФОРМЗАЩИТА»
 А. А. Ланский                                      ______________         А. С. Першаков
   И.О. Фамилия                                               подпись           И.О. Фамилия
                                         Москва 2020 г.
",2020,hse,,,10.05.01 «Компьютерная безопасность»,,М. П. Бавыкина,
diploms/hse/5.pdf," ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ
                 УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
       «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                     «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                          Факультет социальных наук
                           Литвинова Лада Игоревна
   Апробация методики измерения культурного капитала студентов
                     выпускная квалификационная работа
              по направлению подготовки 39.03.01 «Социология»
                   образовательная программа «Социология»
Рецензент                                                 Научный руководитель
Преподаватель кафедры                                    к.с.н., доцент кафедры
методов сбора и анализа                                методов сбора и анализа
социологической информации                       социологической информации
Большаков Никита Викторович                          департамента социологии,
                                                    Зангиева Ирина Казбековна
                           Москва 2018
                                                ",2018,hse,Факультет социальных наук,,39.03.01 «Социология»,,,
diploms/hse/1.pdf," ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ
                  УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
        «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                      «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                          Факультет социальных наук
                        Волохович Алексей Алексеевич
         CТРАТЕГИИ ПОВЕДЕНИЯ ЖИТЕЛЕЙ МОСКВЫ ПО ОТНОШЕНИЮ
                  К ОРГАНИЗОВАННОМУ ПОПРОШАЙНИЧЕСТВУ
                      выпускная квалификационная работа
               по направлению подготовки 39.03.01 «Социология»
                   образовательная программа «Социология»
Рецензент                                                   Научный руководитель
старший преподаватель кафедры мето-          к. социол. наук, доц. кафедры методов
дов сбора и анализа социологической       сбора и анализа социологической инфор-
информации.                                                                   мации.
___________________                                         ____________________
Н. В. Большаков                                                       И. К. Зангиева
                                                               \
                           Москва 2020
                                             ",2020,hse,Факультет социальных наук,,39.03.01 «Социология»,,,
diploms/hse/gabova_sn_prava-rebenka-v-sovremennom-mire_110106.pdf,"       ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
              АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                                   ВЫСШЕГО ОБРАЗОВАНИЯ
         «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                               «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
                   Вечерне-заочный факультет экономики и управления
                                 Габова Светлана Николаевна
                      ПРАВА РЕБЕНКА В СОВРЕМЕННОМ МИРЕ
        Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки             40.03.01 Юриспруденция
образовательная программа «Юриспруденция»
 Рецензент                                                                 Руководитель
                                                                             к.ю.н., доцент
      (ученая степень, звание)                                  (ученая степень, звание)
                    П.В. Миков                                            Е.С. Третьякова
          (И.О. Фамилия)                                            (И.О. Фамилия)
                                                                             Консультант
                                                                             к.ю.н., доцент
                                                                (ученая степень, звание)
                                                                          Е.С. Третьякова
                                                                    (И.О. Фамилия)
                                           Пермь 2019
                                              Оглавление
",2019,hse,факультет экономики и управления,,40.03.01 Юриспруденция,,,
diploms/hse/vaseneva_ma_povyshenie-finansovyh-rezultatov-deyatelnosti-organizacii_155612.pdf,"  ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
 АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО
                         ОБРАЗОВАНИЯ
   «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
               «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
          Вечерне-заочный факультет экономики и управления
                  Васенёва Мария Александровна
ПОВЫШЕНИЕ ФИНАНСОВЫХ РЕЗУЛЬТАТОВ ДЕЯТЕЛЬНОСТИ ОРГАНИЗАЦИИ
  Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
        студента образовательной программы бакалавриата
                  «Экономика и финансы фирмы»
          по направлению подготовки 38.03.01 Экономика
                                                                  Руководитель
                                          Кандидат экономических наук
                                                ученая степень, ученое звание
                                          С.А. Белых
                                                        И.О. Фамилия
                        г.Пермь,2021 год
                                                 ",2021,hse,факультет экономики и управления,,38.03.01 Экономика,,С. А. Белых,
diploms/hse/gyuninen_ov_upravlenie-talantami-kak-faktor-razvitiya-organizacionnoy-kultury-na-primere-obrazovatelnyh-organiz_155285.pdf,"                        САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ
    ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО
 УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ
                 УНИВЕРСИТЕТ “ВЫСШАЯ ШКОЛА ЭКОНОМИКИ”»
      Факультет Санкт-Петербургская школа социальных наук и востоковедения
                 Департамент Государственного администрирования
                      Гюнинен Оксана Владимировна
       «УПРАВЛЕНИЕ ТАЛАНТАМИ КАК ФАКТОР РАЗВИТИЯ
                   ОРГАНИЗАЦИОННОЙ КУЛЬТУРЫ
         НА ПРИМЕРЕ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ»
      Выпускная квалификационная работа (магистерская диссертация)
 по направлению 38.04.04 «Государственное и муниципальное управление»
     магистранта группы №181 программы «Управление образованием»
Рецензент                                               Научный руководитель
к. псх. наук, доцент                                         к. псх. наук, доцент
           Чикер В.А.                                               Волкова Н.В.
                               Санкт-Петербург
                                      2020
",2020,hse,Факультет Санкт-Петербургская школа социальных наук и востоковедения,,38.04.04 «Государственное и муниципальное управление»,,Чикер В. А.,
diploms/hse/borodin_myu_ocenka-stoimosti-brenda-rossiyskoy-kompanii_108820.pdf,"      ПЕРМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО
           АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ
                        ВЫСШЕГО ОБРАЗОВАНИЯ
        «НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ
                     «ВЫСШАЯ ШКОЛА ЭКОНОМИКИ»
             Вечерне-заочный факультет экономики и управления
                          Бородин Максим Юрьевич
            ОЦЕНКА СТОИМОСТИ БРЕНДА РОССИЙСКОЙ КОМПАНИИ
       Выпускная квалификационная работа - БАКАЛАВРСКАЯ РАБОТА
по направлению подготовки    38.03.01 Экономика
образовательная программа «Экономика»
 Рецензент                                                       Руководитель
 Н.В. Саранская                                                  к.э.н., доцент
                                                       департамента экономики
                                                                   и финансов
                                                                 Н.Ю. Жукова
                                  Пермь 2019
                              Оглавление
                                                                           1
",2019,hse,факультет экономики и управления,,38.03.01 Экономика,,Н. В. Саранская,
diploms/msu/aristov_g_d.pdf,"        МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                        имени М.В. ЛОМОНОСОВА
                      ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                                МАГИСТРАТУРА
             Магистерская программа «магистр частного права»
                     Выпускная квалификационная работа
 «Оборотоспособность права на получение патента на изобретение, полезную модель
                          или промышленный образец»
                                                     Аристов Георгий Дмитриевич
                                                                     (Ф.И.О.)
                                                           Научный руководитель
                                                                    к.ю.н., доцент
                                                     Щербак Наталия Валериевна
                                                                    (Ф.И.О.)
Дата защиты: «___»_____________ 2020 г.
Оценка: ______________________________
Работа представлена на кафедру «__»__________ 2020 г.
Работа загружена в ЭБС «__»_________2020г.
                                    Москва
                                    2020 г.
                                        ",2020,msu,юридический факультет,,,,Щербак Наталия Валериевна,
diploms/msu/bagratuni_d_g.pdf,"        МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
                        имени М.В.Ломоносова
                   ЮРИДИЧЕСКИЙ ФАКУЛЬТЕТ
                          МАГИСТРАТУРА
Магистерская программа «Правовое регулирование использования земель
                 и создания объектов недвижимости»
         «Правовые аспекты реновации жилищного фонда»
                                   Выпускная квалификационная работа
                                         Багратуни Давида Гагиковича
                                               Научный руководитель
                                                       к.ю.н., доцент
                                          Бандорин Леонид Евгеньевич
Дата защиты: «____» апреля 2019 г.
Оценка: ___________________
                               Москва
                                2019 г.
                              ",2019,msu,юридический факультет,,,,Бандорин Леонид Евгеньевич,
diploms/msu/çδ¬¿¡éîè4»αÑñºáΘ¿Γá.pdf,"Московский государственный университет имени М.В.Ломоносова
        Факультет вычислительной математики и кибернетики
                 Кафедра Системного Программирования
                   Зыкин Ярослав Ильич
Система поддержки написания научного текста
            Выпускная квалификационная работа
                                               Научный руководитель:
                                                         д.т.н., профессор
                                            Кузнецов Сергей Дмитриевич
                                                   Научный консультант:
                                          Недумов Ярослав Ростиславович
                            Москва, 2021
                                Аннотация
           Система поддержки написания научного текста
                            Зыкин Ярослав Ильич
Краткое описание задачи и основных результатов, мотивирующее прочитать весь
текст
                                 Abstract
                   System for scientific writing support
                                   Zykin
Abstract
",2021,msu,факультет вычислительной математики и кибернетики,кафедра системного программирования,,,Кузнецов Сергей Дмитриевич,
diploms/msu/2019_Ginzburg.pdf,"               ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ
     ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ
       «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ имени
                           М.В.ЛОМОНОСОВА»
                         ФИЗИЧЕСКИЙ ФАКУЛЬТЕТ
                         КАФЕДРА ОБЩЕЙ ФИЗИКИ
                       МАГИСТЕРСКАЯ ДИССЕРТАЦИЯ
           «ОСОБЕННОСТИ МИКРОМАГНИТНОЙ СТРУКТУРЫ
                      ПОСТОЯННЫХ МАГНИТОВ NdFeB»
                                                         Выполнил студент
                                                                 205м группы
                                            Гинзбург Борис Александрович
                                                           _______________
                                                                 подпись студента
                                                    Научный руководитель
                                              д.ф.-м.н. проф. Поляков П.А.
                                                           _______________
                                                    подпись научного руководителя
Допущена к защите
Зав. кафедрой д.ф.-м.н. проф. Салецкий А.М.
_______________
подпись зав. кафедрой
                                   Москва
                                    2019
",2019,msu,физический факультет,кафедра общей физики,,Поляков П. А.,Поляков П. А.,
